Product,Batch no.,PO,Line,Mill,RFT-ext.,RFT-Mill,Dosing,Suggestion Side feed,HT1,HT2,HT3,HT4,HT5,Screw speed,Torque,Outlet temp,Throughput ext.(kg/h),Feed,Sep.,Rotor,Air flow,Inlet temp.,Outlet temp.,FG. temp.,Throughput mill (kg/h)
P70947AN,3B14019020,P3B140509000,11,14,/,/,0,,,,,,,,,,370,10,1150,3757,60,,,,320
LA017TH,3B14024022,P3B140509900,7,10,/,,0,18,31,51,82,98,101,550,52,,900,,,,,,,,0
M5202PB,3B14018015,P3B140602600,3,4,/,/,0,,,,,,,,,,70.71622847,500,880,2950,65,,,,
M70460CN,3B14023008,P3B140605000,11,14,/,/,0,,,,,,,,,,460,8,1050,3500,60,,,,
JA011TH,3B14023014,P3B140605300,7,10,/,/,0,,,,,,,,,,1008,600,420,2800,98,,,,800
SA205PA,3B14024001,P3B140606000,11,12,/,/,0,,,,,,,,,,,10,1150,3757,60,,,,288
SA205PB,3B14024002,P3B140606100,11,12,,/,0,,,,,,,,,,,10,1150,3757,60,,,,260
GI215PA,3B14024003,P3B140606200,2,2,,,0,,,,,,,,,,,600,900,3000,65,,,,0
GI215PB,3B14024004,P3B140606300,2,2,,/,0,,,,,,,,,,,600,950,3000,65,,,,0
GN212PB,3B14024006,P3B140701100,3,4,/,/,0,,,,,,,,,,0,500,1050,2800,65,,,,147.8749505
Y5217PB,3B14024033,P3B140701800,3,4,/,/,0,20,29,47,75,85,78,650,34,,0,,,,,,,,
Y5217PA,3B14024032,P3B140800400,3,4,/,/,0,20,30,49,77,85,79,650,37,,0,,,,,,,,
MJ119V,3B14015004,P3B140406000,2,3,,,0,12,30,51,80,100,100,500,44,,0,400,1200,2800,65,,,,
P50529AN,3B14017005,P3B140507000,2,3,,,0,,,,,,,,,,195.905675,400,1050,2950,65,,,,0
R10093XN,3B14024007,P3B140509700,1,2,,/,0,9,31,51,82,83,85,500,46,,379.2,500,320,3000,98,,,,705
G5207PA,3B14024028,P3B140510300,10,12,,/,15,100,,60,,,,300,50,,,,,,,,,,
Y5209PB,3B14025018,P3B140511300,10,12,/,/,15,100,,60,,,,300,51,,,,,,,,,,
YI222PA,3B14025019,P3B140511400,3,4,/,/,0,20,30,48,80,84,81,650,40,,0,500,1150,2800,65,,,,0
YI222PB,3B14025020,P3B140511500,3,4,,/,0,20,30,48,77,85,79,650,38,,0,500,1100,2800,65,,,,0
M90254AN,3B14023003,P3B140604600,11,14,,/,0,,,,,,,,,,501.81,10,1120,3757,60,,,,
YN000TH,3B14024018,P3B140606900,3,4,,/,0,32,30,49,82,105,99,500,52,,0,400,1100,2800,65,,,,0
R10101TN,3B14025011,P3B140510900,1,2,/,/,0,,,,,,,,,,560,500,360,2900,98,,,,
Y5209PA,3B14025017,P3B140511200,10,12,/,/,15,100,,60,,,,300,50,,,,,,,,,,
M60099AN,3B14019029,P3B140509400,2,3,,/,0,13,30,50,80,98,101,500,43,,40.37383178,400,1050,2800,65,,,,22.0141844
GI216PA,3B14024030,P3B140510500,3,4,/,/,0,20,30,47,80,85,81,650,37,,,400,1070,2800,65,,,,
GI216PB,3B14024031,P3B140510600,3,4,,/,0,20,30,48,78,81,79,650,37,,0,400,1150,2000,65,,,,
MP356V,3B14026002,P3B140511600,3,4,,/,0,15,30,48,57,83,80,650,27,,137.9261863,,,,,,,,0
M94127ANM,3B14029021,P3B140512600,2,3,,,0,,,,,,,,,,,500,1200,3000,65,,,,
M54023AN,3B14017006,P3B140601900,2,3,/,,0,30,30,51,80,80,80,650,51,,0,,,,,,,,0
JI002TH,3B14019014,P3B140603400,11,14,/,/,0,,,,,,,,,,,7,1180,3757,60,,,,
P91223AN,3B14023020,P3B140605800,11,14,/,,0,16,30,50,80,82,81,500,51,,1601.601602,,,,,,,,0
P60555AN,3B14025006,P3B140607300,2,3,,/,0,,,,,,,,,,0,,,,,,,,0
YM207PB,3B14025014,P3B140607800,3,4,,/,0,,,,,,,,,,68.28129559,,,,,,,,0
MN341TH,3B14026003,P3B140608000,1,2,/,/,0,11,31,53,64,81,85,650,40,,960,400,360,2800,98,,,,345
M94058AN,3B14026012,P3B140702600,1,2,/,/,0,18,33,53,79,82,81,650,52,,,500,365,3000,98,,,,
GI216PA,3B14029004,P3B140702700,3,4,/,/,0,20,31,50,80,81,79,650,45,,,,,,,,,,
GN101TH,3B13346001,P3B140102600,1,2,/,/,0,10,32,50,82,84,83,650,38,,750,600,380,3000,98,,,,640
GD001TH,3B14024013,P3B140606700,11,14,,/,0,,,,,,,,,,,7,1420,3757,60,,,,
P50488AN,3B14025009,P3B140607500,2,3,,,0,20,30,53,80,97,100,500,58,,,500,1200,2800,65,,,,0
P00161AN,3B14026010,P3B140608200,7,10,/,,0,,,,,,,,,,,600,440,2800,98,,,,
MN341TH,3B14029032,P3B140609500,1,2,/,/,0,13,33,53,60,81,85,500,49,,,400,360,2800,98,,,,0
M94001AN,3B14026011,P3B140511700,11,14,,/,0,,,,,,,,,,,7,1150,3757,60,,,,
SN213PA,3B14030001,P3B140512900,3,4,/,/,0,30,30,49,75,84,85,650,46,,,300,1200,2800,65,,,,
GM100TH,3B14026006,P3B140608100,3,4,/,/,0,,,,,,,,,,175.3494282,500,950,3000,65,,,,175.3494282
MN232PB,3B14029023,P3B140608800,1,2,/,,0,,,,,,,,,,900,400,340,2800,98,,,,0
P50185AN,3B14029028,P3B140609200,2,3,,,0,,,,,,,,,,,500,1400,2800,65,,,,0
P90709AN,3B14029030,P3B140609300,11,14,,,0,,,,,,,,,,,7,1350,3757,60,,,,202.6599113
YN210PA,3B14030002,P3B140609600,3,4,/,/,0,20,30,50,78,77,80,650,33,,0,,,,,,,,237.7407116
YN305TH,3B14024014,P3B140701400,3,4,/,/,0,,,,,,,,,,31.74359761,400,950,3000,65,,,,31.74359761
JA004TH,3B14029019,P3B140512400,7,10,,/,0,20,31,52,81,100,101,550,52,,980.9991658,600,430,2800,98,,,,
YA302V,3B14029025,P3B140609000,8,13,,/,0,,,,,,,,,,345.2411415,10,840,3645,60,,,,
YN210PB,3B14030003,P3B140609700,3,4,/,/,0,,,,,,,,,,,500,1050,2800,65,,,,1545
P70811BN,3B14030013,P3B140609900,11,14,,/,0,,,,,,,,,,909.6159399,8,1300,3757,60,,,,1640
GD202PB,3B14030024,P3B140610500,10,12,/,/,15,100,,60,,,,300,52,,0,,,,,,,,
JN203PB,3B14032002,P3B140705300,3,4,/,/,0,20,30,70,83,85,78,650,48,,620,,,,,,,,0
YN304V,3B14029026,P3B140609100,2,3,/,,0,,,,,,,,,,450,400,870,2800,65,,,,445
GD202PA,3B14030023,P3B140610400,10,12,/,/,15,100,,60,,,,300,52,,0,,,,,,,,
JN203PA,3B14032001,P3B140705200,3,4,,/,0,20,30,63,82,105,97,500,52,,,,,,,,,,
YN000TH,3B14026004,P3B140800500,3,4,,/,0,,,,,,,,,,75.43216344,500,1140,3000,65,,,,75.43216344
JN195V,3B14023017,P3B140509600,3,2,,,0,9,31,50,81,78,83,650,35,,560.2766798,500,930,2800,65,,,,264.1565372
P50486AN,3B14003004,P3B140302900,2,3,,,0,20,30,50,80,100,100,500,53,,0,300,1270,2800,65,,,,0
R60631XN,3B14031022,P3B140513800,3,3,,,0,25,30,48,75,77,85,650,45,,,,,,,,,,
YN309TH,3B14023021,P3B140605900,2,3,/,/,0,12,29,50,61,80,80,650,32,,,400,860,3000,65,,,,0
J2002PI,3B14026013,P3B140608300,1,2,,,0,10,34,55,84,83,83,500,52,,719.7785297,,,,,,,,0
JD001TH,3B14030021,P3B140610300,11,14,,/,0,10,30,50,80,100,100,500,45,,422.2991844,,,,,,,,8.333333333
P00806AN,3B14031012,P3B140610900,7,10,/,,0,22,31,49,83,104,100,550,50,,919.2187856,,,,,,,,0
SN211PA,3B14032003,P3B140705400,1,4,/,/,0,,,,,,,,,,,500,380,3000,98,,,,119.7424893
SN211PB,3B14032004,P3B140705500,1,4,,,0,15,32,69,77,79,81,650,35,,,500,310,3000,98,,,,114.3164693
ALZ44TH,3B14032008,P3B140705700,3,4,/,,0,20,30,48,82,85,79,650,33,,,,,,,,,,0
P90079WN,3B14030014,P3B140513000,8,13,/,/,0,17,30,50,60,81,80,650,39,,,,,,,,,,0
M20006AN,3B14031018,P3B140513700,9,9,,/,15,,55,80,81,,,500,47,,0,,,,,,,,
PI50627AN,3B14032024,P3B140514500,1,2,,,0,14,34,57,84,101,104,550,51,,760.754717,,,,,,,,226.6666667
P50480AN,3B14016006,P3B140601500,2,3,/,,0,20,30,50,80,101,100,500,53,,,,,,,,,,
J5004PIBD,3B14036003,P3B140612200,11,14,,,0,,,,,,,,,,,10,1150,3757,60,,,,0
Y5211PBBD,3B14036013,P3B140612600,11,14,,/,0,15,31,52,80,81,81,650,50,,0,,,,,,,,
P89911IN,3B14036014,P3B140612700,10,12,,,15,100,,100,,,,300,50,,276,,,,,,,,0
YD300TH,3B14030007,P3B140703800,8,13,,/,0,12,30,50,60,79,90,650,37,,260.2594089,,,,,,,,
P50486AN,3B14010009,P3B140404400,2,3,/,/,0,23,30,52,81,98,101,500,52,,,500,1030,3000,65,,,,
M00006AN,3B14032022,P3B140514300,7,10,,,0,22,32,52,844,104,92,500,54,,1060,600,430,2800,98,,,,552
P50010AN,3B14032023,P3B140514400,1,2,,/,0,14,34,57,85,97,101,550,52,,0,400,390,2800,98,,,,600
MZ301TH,3B14035015,P3B140515100,9,9,,/,10,,32,50,81,,,5000,47,,70.59515639,,,,,,,,70.59515639
M04251BN,3B14035014,P3B140611700,7,10,/,,0,24,32,49,84,83,79,650,53,,875,,,,,,,,500
Y5211PABD,3B14036012,P3B140612500,11,14,,/,0,,,,,,,,,,793.3884298,10,1220,3757,60,,,,0
M90696WN,3B14032014,P3B140706200,8,13,/,/,0,20,30,49,60,80,82,650,45,,272,,,,,,,,
S91503XN,3B14036026,P3B140707600,11,14,/,/,0,20,30,51,81,82,81,650,49,,0,10,1160,3757,60,,,,0
P50811AN,3B14019022,P3B140509200,2,3,,,0,,,,,,,,,,,600,1030,2800,65,,,,126.2357414
MN341TH,3B14031001,P3B140513400,1,2,,/,0,11,32,53,64,81,85,500,48,,0,600,340,3000,98,,,,
P50486AN,3B14036021,P3B140515500,2,3,/,/,0,20,30,50,80,100,100,500,52,,,500,1030,3000,65,,,,
MN341TH,3B14031002,P3B140610800,1,2,/,/,0,11,33,51,61,80,84,500,48,,630,500,320,3000,98,,,,
M04170AN,3B14036036,P3B140613500,7,10,,/,0,23,31,51,85,101,96,550,50,,1080,,,,,,,,880
M94853AN,3B14032016,P3B140706400,11,14,/,/,0,20,30,51,81,100,100,650,53,,540,,,,,,,,384
SZ307TH,3B14035006,P3B140707000,9,9,,/,8,,35,55,78,,,500,47,,120.9160305,8,1430,3645,47,,,,0
R91483BN,3B14031003,P3B140800600,10,12,,/,25,110,,100,,,,400,51,,481.0377162,500,1370,3000,65,,,,481.0377162
P91035BN,3B14037002,P3B140803000,10,12,,/,0,,,,,,,,,,252,500,1100,3000,65,,,,252
JA004TH,3B14037012,P3B140307800,7,10,/,/,0,20,31,51,81,98,101,550,52,,1534.196242,,,,,,,,
MJ101TH,3B14019011,P3B140603300,2,3,,/,0,16,30,53,63,60,65,650,50,,,,,,,,,,
S18001FN,3B14035018,P3B140611900,1,2,,/,0,,,,,,,,,,0,500,330,2450,98,,,,520
SZ201PA,3B14036001,P3B140612000,9,9,,/,5,,44,54,79,,,500,31,,0,,,,,,,,
SZ201PB,3B14036002,P3B140612100,9,9,/,/,0,,,,,,,,,,0,10,1400,3645,47,,,,0
R10116DN,3B14032009,P3B140705800,1,2,,,0,13,32,51,80,83,102,500,51,,0,,,,,,,,0
P60821AN,3B14032018,P3B140706600,2,3,,,0,19,30,53,81,100,100,550,53,,,,,,,,,,229.8613351
S5232PB,3B14038003,P3B140708100,10,12,/,,15,100,,60,,,,300,50,,580,,,,,,,,580
JI010TH,3B14031006,P3B140800800,10,12,,,30,110,,100,,,,400,49,,360,,,,,,,,225.3333333
GN208PA,3B14033001,P3B140611300,1,4,/,/,0,,,,,,,,,,,600,350,3000,98,,,,660
GN208PB,3B14033002,P3B140611400,1,4,/,/,0,,,,,,,,,,,600,370,3000,98,,,,400
LA017TH,3B14036015,P3B140612800,7,10,,,0,,,,,,,,,,560,500,500,2700,98,,,,400.2501563
R70939XN,3B14038006,P3B140614000,9,9,,/,0,,,,,,,,,,0,10,1250,3645,60,,,,0
M70147AN,3B14032015,P3B140706300,11,14,/,,0,20,30,50,80,100,100,550,51,,552,,,,,,,,0
S08017DN,3B14035020,P3B140707200,8,13,,,0,25,30,50,85,80,84,650,47,,0,,,,,,,,0
LN207TH,3B14038018,P3B140708300,1,2,,/,0,,,,,,,,,,,600,305,2600,98,,,,583.33
SI221PB,3B14036008,P3B140802100,10,12,,/,0,,,,,,,,,,0,500,1030,3000,65,,,,0
P10057CN,3B14030017,P3B140610100,3,4,/,/,0,,,,,,,,,,217.3650525,,,,,,,,0
YN213PA,3B14030004,P3B140703500,3,4,/,/,0,,,,,,,,,,,300,1150,3000,65,,,,
YN213PB,3B14030005,P3B140703600,3,4,/,/,0,,,,,,,,,,,300,1000,3000,65,,,,0
E00368BN,3B14032011,P3B140705900,8,13,,,0,15,35,51,81,80,83,650,52,,404.2672656,,,,,,,,
P90420AN,3B14032012,P3B140706000,11,14,,,0,19,30,51,80,100,100,550,55,,705,10,1270,3757,60,,,,
S10134TN,3B14032017,P3B140706500,3,3,,/,0,,,,,,,,,,,400,1150,2800,65,,,,
YN100G,3B14038016,P3B140708200,1,2,,/,0,11,31,52,85,79,83,650,46,,1155.464451,600,290,2800,98,,,,620
P50529AN,3B14044024,P3B140709900,2,3,,,0,,,,,,,,,,0,400,980,2950,65,,,,0
EI303TH,3B14037003,P3B140803100,9,9,,,0,,,,,,,,,,188.6559803,10,1130,3645,60,,,,84
GI210PA,3B14036038,P3B140613600,9,9,/,/,5,,35,54,78,,,500,14,,50.82053997,,,,,,,,
GI104TH,3B14035005,P3B140706900,3,4,/,/,0,,,,,,,,,,0,,,,,,,,0
S00331AN,3B14036023,P3B140802600,8,13,/,/,0,,30,50,80,102,103,500,52,,1007.77605,,,,,,,,
P50806BN,3B14036024,P3B140802700,9,9,/,/,0,16,55,81,78,,,500,46,,0,,,,,,,,
SI236PA,3B14038004,P3B140803600,10,12,,/,15,100,,60,,,,300,52,,266.970907,,,,,,,,
E10001FN,3B14031019,P3B140900800,3,4,,/,0,,,,,,,,,,216.1558333,400,940,2950,65,,,,
GA203PB,3B14039002,P3B140901300,10,12,,,16,90,,60,,,,300,47,,0,,,,,,,,
YN100G,3B14038017,P3B141000600,1,2,/,,0,11,32,51,85,83,81,650,45,,989.9434318,,,,,,,,730.5194805
P50812BN,3B14019021,P3B140509100,9,9,,,16,,55,79,81,,,500,45,,186.870229,,,,,,,,24
Y2309PIBD,3B14043001,P3B140614800,1,2,/,,0,,,,,,,,,,0,500,230,2800,98,,,,510
R10051TN,3B14036032,P3B140707800,1,2,,/,0,10,31,50,65,82,83,500,46,,560,,,,,,,,408
P50480AN,3B14045001,P3B140710400,9,9,,/,15,,54,95,102,,,500,40,,131.5384615,,,,,,,,0
P91223AN,3B14031020,P3B140800900,11,14,/,,0,18,30,50,80,100,101,550,55,,840,,,,,,,,1041.48784
P08013AN,3B14036027,P3B140802800,7,13,,/,0,17,31,51,79,100,100,500,60,,460,600,445,2800,98,,,,0
R70931TN,3B14037006,P3B140803400,8,13,,/,0,20,30,51,62,79,79,650,47,,348.7104976,,,,,,,,
GA004TH,3B14038012,P3B140804300,7,10,,/,0,20,31,51,82,83,80,650,55,,1050,400,520,3000,98,,,,582.857
PI91491AN,3B14039015,P3B140804800,11,14,/,/,0,20,30,50,80,100,101,550,52,,560,10,1150,3757,60,,,,453.2803181
GA203PA,3B14039001,P3B140901200,10,12,/,/,15,100,,60,,,,300,50,,360,,,,,,,,
SI233PA,3B14040001,P3B140901600,10,12,/,/,0,,,,,,,,,,0,400,1180,3000,65,,,,0
SI233PB,3B14040002,P3B140901700,10,12,/,,0,,,,,,,,,,257.1428571,400,1080,2800,65,,,,113.5049921
M00049AN,3B14037010,P3B141000500,7,13,/,/,0,20,29,50,81,103,101,550,53,,447.0806302,,,,,,,,0
S89076IN,3B14039004,P3B140614400,8,13,,,0,,,,,,,,,,247.6780186,10,900,3645,60,,,,0
S00485AN,3B14043009,P3B140614900,7,10,,/,0,20,31,51,85,105,94,500,58,,756,,,,,,,,480
GM201PA,3B14043013,P3B140708800,3,4,,/,0,,,,,,,,,,,500,1090,3000,65,,,,0
YY264PA,3B14044019,P3B140709500,10,12,/,/,16,100,,55,,,,300,49,,380,,,,,,,,
M94127ANM,3B14045019,P3B140710700,9,9,,,15,,55,80,97,,,500,41,,120,,,,,,,,0
YI400TH,3B14039008,P3B140804500,8,13,/,/,0,20,29,50,61,75,80,650,47,,,10,1030,3645,60,,,,
Y5211PBBD,3B14043018,P3B140805600,10,12,,/,15,100,,52,,,,300,50,,440,,,,,,,,0
P00374AN,3B14039016,P3B141000700,7,10,,/,0,18,31,52,83,102,99,550,54,,0,600,410,2800,98,,,,632.73
SK203PB,3B14047026,P3B141003400,2,3,,,0,,,,,,,,,,,20,1400,3000,65,,,,
R91323AN,3B14045017,P3B141200300,9,9,,/,12,,50,81,79,,,500,47,,103.8195335,,,,,,,,
YN304V,3B14036031,P3B140613100,1,2,,/,0,,,,,,,,,,717.4377224,600,240,2800,98,,,,700
MN217PB,3B14044014,P3B140709300,3,4,/,,0,10,31,55,77,85,81,650,41,,1737.566526,,,,,,,,328.6545704
JA004TH,3B14044031,P3B140710200,7,10,/,/,0,23,31,51,80,101,100,550,49,,1000,600,470,2800,98,,,,600
R91533AN,3B14046001,P3B140806400,10,9,,/,10,,53,82,79,,,500,47,,0,,,,,,,,0
GN101TH,3B14039014,P3B140901500,1,2,/,,0,11,32,51,85,82,84,650,45,,1032.617604,600,390,3000,98,,,,380
S91506FN,3B14044001,P3B140902000,2,3,,/,0,,,,,,,,,,0,400,1100,2800,65,,,,0
P70811BN,3B14030028,P3B140704500,11,14,/,,0,,,,,,,,,,210,10,1120,3600,60,,,,0
R10084CN,3B14045018,P3B141200400,1,2,/,/,0,,,,,,,,,,708,600,370,2600,98,,,,640
P50185AN,3B14036035,P3B140613400,2,3,,,0,,,,,,,,,,0,300,1300,2800,65,,,,
YN204PA,3B14044017,P3B140709400,3,4,,,0,,,,,,,,,,0,400,1130,3000,65,,,,
S91514WN,3B14038008,P3B140803900,8,13,,/,0,20,31,50,60,83,81,650,45,,753.5680304,,,,,,,,
LA017TH,3B14045003,P3B140902900,7,10,,,0,20,31,50,80,80,77,650,52,,994.7368421,,,,,,,,0
EI304TH,3B14046006,P3B140903700,8,13,,,0,,29,50,60,81,80,650,45,,291.4979757,10,850,3645,60,,,,1400
MNF06TH,3B14044008,P3B141000800,2,3,,/,0,12,30,46,80,78,82,650,34,,0,200,1500,3000,65,,,,
JA011TH,3B14044029,P3B141001100,7,10,/,/,0,20,32,51,82,98,99,550,51,,0,600,360,2800,98,,,,0
S18039FN,3B14045020,P3B141001700,1,2,/,/,0,,,,,,,,,,263,600,320,2800,98,,,,690
S10001IN,3B14046010,P3B140710800,1,2,/,/,0,,,,,,,,,,830.6341463,600,420,2800,98,,,,319.3617528
M91475AN,3B14037005,P3B140803300,8,13,/,/,0,20,30,47,77,78,82,650,48,,0,,,,,,,,0
JJ040TH,3B14044002,P3B140902100,2,3,,/,0,,,,,,,,,,0,300,1250,2800,65,,,,
EA100TH,3B14046009,P3B141100600,8,13,/,/,0,,,,,,,,,,0,10,950,3645,60,,,,0
P70315AN,3B14036028,P3B140707700,8,14,/,,0,19,31,52,80,79,80,550,52,,0,,,,,,,,
S5205PB,3B14044012,P3B140709100,10,12,,/,15,100,,60,,,,300,49,,440,,,,,,,,141.2413286
S10143FN,3B14044022,P3B140709800,3,4,,/,0,,,,,,,,,,0,500,750,2800,65,,,,0
P10153DN,3B14047016,P3B140711200,1,2,/,,0,15,33,53,80,83,85,650,46,,1336.444633,,,,,,,,593.0558148
S5232PB,3B14044016,P3B140805800,11,12,,/,0,,,,,,,,,,446.6666667,10,1250,3757,60,,,,0
SJ208PA,3B14050016,P3B140806900,2,3,,,0,15,30,50,80,80,81,650,47,,0,300,1050,3000,65,,,,0
SJ208PB,3B14050017,P3B140807000,2,3,,,0,,,,,,,,,,,600,1100,3000,65,,,,0
SK204PA,3B14051001,P3B140807300,2,3,,/,0,15,30,51,80,79,79,650,47,,439.8496241,,,,,,,,
M50228CN,3B14045005,P3B140903000,2,3,/,/,0,,,,,,,,,,0,500,985,2800,65,,,,0
M10001AN,3B14045012,P3B140903200,1,2,,/,0,,,,,,,,,,627.7244987,600,410,2800,98,,,,1328.956333
M10155AN,3B14047017,P3B140904400,1,2,,/,0,17,33,52,84,102,103,500,57,,1200,600,450,2400,98,,,,600
M90035WN,3B14047019,P3B140904600,8,13,,/,0,25,31,50,61,81,80,650,45,,334.8837209,,,,,,,,0
P00002AN,3B14050012,P3B141004200,7,10,/,,0,24,33,51,82,83,82,650,48,,1008,,,,,,,,600.1000167
PI20328AN,3B14035008,P3B140515000,9,12,,/,17,,52,80,82,,,500,47,,420,,,,,,,,116.2990258
S5232PA,3B14044015,P3B140805700,11,12,/,/,0,,,,,,,,,,446.6666667,10,1250,3757,60,,,,0
EN272TH,3B14045002,P3B140806200,3,4,,,0,,,,,,,,,,0,400,550,3000,65,,,,
JN201PB,3B14044033,P3B140806100,3,4,,,0,,,,,,,,,,179.6855503,500,600,2800,65,,,,137.3297003
S10165FN,3B14047015,P3B141002900,1,2,,/,0,9,33,52,81,83,83,650,33,,813.0431042,600,320,2400,98,,,,142.675967
EN338TH,3B14051012,P3B141004800,1,2,,/,0,10,33,51,62,81,84,500,40,,763.6363636,,,,,,,,600
JN201PA,3B14044032,P3B140806000,3,4,,/,0,,,,,,,,,,0,400,1150,2800,65,,,,0
MP356V,3B14047004,P3B140904300,2,3,/,/,0,,,,,,,,,,0,500,1050,2800,65,,,,0
PI05002AN,3B14050011,P3B140904700,7,10,/,/,0,28,31,51,82,84,82,650,52,,,,,,,,,,0
Y2309PIBD,3B14051015,P3B140904900,1,2,,,0,14,33,53,55,82,85,500,51,,852.6315789,500,210,2900,98,,,,
E10001XN,3B14052021,P3B140905400,1,2,,/,0,,,,,,,,,,771.43,600,255,2600,98,,,,600
GN206PA,3B14046011,P3B141001900,3,4,,,0,,,,,,,,,,1954.751131,400,950,2950,65,,,,
GN206PB,3B14046012,P3B141002000,3,4,,,0,,,,,,,,,,0,400,950,2950,65,,,,0
S5225PA,3B14047021,P3B141003000,10,12,/,/,15,100,,55,,,,300,49,,0,,,,,,,,
S5225PB,3B14047022,P3B141003100,10,12,,/,16,100,55,,,,,300,50,,260,,,,,,,,260
P00492AN,3B14051003,P3B141004300,7,10,/,,0,,,,,,,,,,0,600,470,2800,98,,,,0
R91517XN,3B14045015,P3B141200100,3,4,,,0,,,,,,,,,,0,500,980,2950,65,,,,375.2960297
PI60823CN,3B14050007,P3B141004000,8,13,,/,0,,,,,,,,,,0,7,850,3645,60,,,,0
S00823AN,3B14051004,P3B141004400,7,10,/,/,0,28,32,51,84,104,96,650,52,,550,600,400,3000,98,,,,0
R60631XN,3B14045016,P3B141200200,2,3,/,/,0,,,,,,,,,,,,,,,,,,
P70811BN,3B14043011,P3B140708600,11,14,,,0,8,30,50,80,82,81,500,35,,1680,,,,,,,,500
P18011DN,3B14052018,P3B140905300,1,2,/,/,0,,,,,,,,,,840,600,370,2700,98,,,,685.71
S60590DN,3B14047013,P3B141002800,8,13,,/,0,,29,50,81,78,80,500,43,,0,10,1000,3645,60,,,,
R10084CN,3B14052010,P3B141005800,1,2,,,0,12,31,51,80,79,84,650,46,,,500,350,2700,98,,,,0
P60805AN,3B14039010,P3B141100300,8,13,,/,0,13,30,50,79,97,100,500,45,,299.3197279,,,,,,,,0
MZ300TH,3B14039013,P3B141100400,9,12,,/,13,,41,68,84,,,500,35,,200,10,800,3645,60,,,,66.66666667
GI313TH,3B14045013,P3B140710500,3,4,,/,0,,,,,,,,,,,400,1130,3000,65,,,,0
P91223AN,3B14045014,P3B140710600,11,14,,,0,,30,50,80,80,80,500,48,,750,10,1150,3757,60,,,,1757.575758
M94127AN,3B14047018,P3B140904500,3,4,,,0,,,,,,,,,,0,,,,,,,,1380.08658
JI103TH,3B14046008,P3B141001800,3,4,,/,0,,,,,,,,,,0,400,875,2800,65,,,,0
SI318TH,3B14050004,P3B141003700,2,3,,/,0,,,,,,,,,,0,400,950,3000,65,,,,129.6610169
M90126BN,3B14051009,P3B141004600,10,12,,,0,,,,,,,,,,417.1034483,400,1130,2800,65,,,,84.14409677
R91397TN,3B14052008,P3B141005600,8,13,/,/,0,13,30,50,60,78,83,650,47,,0,10,1000,3645,60,,,,0
P10057CN,3B14053001,P3B141006200,1,2,/,/,0,,,,,,,,,,,600,430,2800,98,,,,600
MN341TH,3B14053004,P3B141006400,1,2,,/,0,9,31,50,61,78,83,500,38,,0,600,350,3000,65,,,,528
P10001WN,3B14053021,P3B141006700,1,2,,/,0,,,,,,,,,,,600,285,2800,98,,,,450
JI302TH,3B14050015,P3B141400800,2,3,,/,0,,,,,,,,,,,300,1200,2800,65,,,,
JA004TH,3B14052022,P3B140808100,7,10,/,/,0,28,31,51,81,84,83,650,54,,1132.390314,,,,,,,,1039.198977
SZ309TH,3B14044004,P3B140902300,9,9,,,12,,35,61,82,,,500,45,,142.8571429,,,,,,,,0
M64501AN,3B14045011,P3B140903100,2,13,,,0,,,,,,,,,,0,150,,,,,,,255.1762731
EA203TH,3B14046005,P3B140903600,7,10,,/,0,,,,,,,,,,641.7316569,600,450,3000,98,,,,1600
YI201PA,3B14051016,P3B140905000,10,12,/,/,16,100,,54,,,,300,50,,360,,,,,,,,360
S91422WN,3B14053016,P3B140906000,8,13,/,/,0,,29,50,61,82,80,650,47,,308.2587661,10,950,3645,60,,,,308.2587661
GN101TH,3B14054013,P3B140906300,1,2,,,0,,,,,,,,,,889.4379246,500,360,3000,98,,,,152.6717557
PI50636AN,3B14052001,P3B141004900,1,2,,/,0,18,31,51,80,100,103,500,56,,0,600,340,2800,98,,,,0
MK003TH,3B14052002,P3B141005000,2,3,,/,0,,,,,,,,,,,400,1380,3000,65,,,,45.39946456
R60829AN,3B14052007,P3B141005500,2,3,,,0,,,,,,,,,,,400,1120,2800,65,,,,144.9334698
S90133TN,3B14052017,P3B141005900,8,13,/,/,0,22,30,50,81,78,81,650,46,,0,5,1250,3645,60,,,,0
R91151DN,3B14053008,P3B141101900,1,2,,,0,,,,,,,,,,0,600,280,2800,98,,,,0
YY23NPI,3B14050018,P3B140807100,3,4,/,/,0,,,,,,,,,,0,400,380,3000,98,,,,230.0340075
M50170AN,3B14052020,P3B140808000,2,3,/,/,0,,,,,,,,,,0,400,1175,2950,65,,,,157.779401
JD301TH,3B14050008,P3B141004100,8,13,,/,0,15,30,50,60,78,81,650,45,,209.7539922,10,950,3645,60,,,,0
MD005TH,3B14052003,P3B141005100,8,13,,/,0,20,30,51,81,97,103,650,51,,0,,,,,,,,
G5207PA,3B14053026,P3B141006800,10,12,/,/,16,100,55,,,,,300,50,,390,,,,,,,,
G5207PB,3B14053027,P3B141006900,10,12,,/,16,100,,55,,,,300,50,,343.1085044,,,,,,,,0
PI30413AN,3B14054010,P3B141007400,1,2,/,/,0,18,33,53,84,102,100,650,55,,1092,500/400,325/300,2800,98,,,,480
M24004AN,3B14044027,P3B141100500,9,9,/,/,13,,53,85,103,,,5000,31,,400,,,,,,,,160
